Student ID,Course,Grade
2140,English,D
2140,Physical Education,F
2141,Math,F
2141,Science,A
2141,History,F
2141,English,D
2141,Physical Education,F
2142,Math,D
2142,Science,A
2142,History,A
2142,English,B
2142,Physical Education,D
2143,Math,D
2143,Science,B
2143,History,D
2143,English,C
2143,Physical Education,A
2144,Math,F
2144,Science,F
2144,History,B
2144,English,C
2144,Physical Education,C
2145,Math,A
2145,Science,C
2145,History,B
2145,English,F
2145,Physical Education,B
2146,Math,D
2146,Science,B
2146,History,B
2146,English,F
2146,Physical Education,C
2147,Math,B
2147,Science,C
2147,History,D
2147,English,C
2147,Physical Education,A
2148,Math,C
2148,Science,C
2148,History,A
2148,English,F
2148,Physical Education,D
2149,Math,C
2149,Science,C
2149,History,C
2149,English,F
2149,Physical Education,C
2150,Math,B
2150,Science,D
2150,History,B
2150,English,D
2150,Physical Education,D
2151,Math,A
2151,Science,A
2151,History,C
2151,English,B
2151,Physical Education,B
2152,Math,F
2152,Science,C
2152,History,B
2152,English,D
2152,Physical Education,D
2153,Math,A
2153,Science,F
2153,History,B
2153,English,A
2153,Physical Education,C
2154,Math,D
2154,Science,A
2154,History,C
2154,English,C
2154,Physical Education,B
2155,Math,A
2155,Science,F
2155,History,F
2155,English,A
2155,Physical Education,C
2156,Math,B
2156,Science,F
2156,History,B
2156,English,B
2156,Physical Education,D
2157,Math,A
2157,Science,A
2157,History,D
2157,English,A
2157,Physical Education,F
2158,Math,D
2158,Science,A
2158,History,B
2158,English,F
2158,Physical Education,B
2159,Math,C
2159,Science,B
2159,History,D
2159,English,F
2159,Physical Education,A
2160,Math,A
2160,Science,F
2160,History,A
2160,English,D
2160,Physical Education,A
2161,Math,D
2161,Science,D
2161,History,A
2161,English,F
2161,Physical Education,F
2162,Math,A
2162,Science,C
2162,History,A
2162,English,A
2162,Physical Education,C
2163,Math,C
2163,Science,D
2163,History,F
2163,English,F
2163,Physical Education,D
2164,Math,F
2164,Science,C
2164,History,A
2164,English,A
2164,Physical Education,A
2165,Math,D
2165,Science,A
2165,History,C
2165,English,C
2165,Physical Education,D
2166,Math,A
2166,Science,A
2166,History,A
2166,English,F
2166,Physical Education,D
2167,Math,A
2167,Science,B
2167,History,F
2167,English,A
2167,Physical Education,A
2168,Math,C
2168,Science,F
2168,History,C
2168,English,B
2168,Physical Education,C
2169,Math,B
2169,Science,A
2169,History,B
2169,English,B
2169,Physical Education,F
2170,Math,C
2170,Science,F
2170,History,C
2170,English,D
2170,Physical Education,F
2171,Math,D
2171,Science,C
2171,History,D
2171,English,F
2171,Physical Education,F
2172,Math,D
2172,Science,B
2172,History,C
2172,English,A
2172,Physical Education,C
2173,Math,A
2173,Science,F
2173,History,C
2173,English,F
2173,Physical Education,C
2174,Math,F
2174,Science,B
2174,History,D
2174,English,C
2174,Physical Education,D
2175,Math,B
2175,Science,D
2175,History,A
2175,English,D
2175,Physical Education,A
2176,Math,D
2176,Science,A
2176,History,F
2176,English,A
2176,Physical Education,C
2177,Math,D
2177,Science,D
2177,History,A
2177,English,A
2177,Physical Education,A
2178,Math,A
2178,Science,F
2178,History,A
2178,English,F
2178,Physical Education,C
2179,Math,D
2179,Science,B
2179,History,A
2179,English,D
2179,Physical Education,A
2180,Math,D
2180,Science,C
2180,History,A
2180,English,A
2180,Physical Education,A
2181,Math,F
2181,Science,F
2181,History,D
2181,English,A
2181,Physical Education,D
2182,Math,A
2182,Science,D
2182,History,A
2182,English,F
2182,Physical Education,F
2183,Math,B
2183,Science,B
2183,History,F
2183,English,B
2183,Physical Education,C
2184,Math,D
2184,Science,C
2184,History,A
2184,English,B
2184,Physical Education,A
2185,Math,D
2185,Science,F
2185,History,A
2185,English,A
2185,Physical Education,D
2186,Math,C
2186,Science,F
2186,History,D
2186,English,F
2186,Physical Education,C
2187,Math,A
2187,Science,C
2187,History,C
2187,English,D
2187,Physical Education,D
2188,Math,D
2188,Science,A
2188,History,A
2188,English,F
2188,Physical Education,A
2189,Math,C
2189,Science,D
2189,History,B
2189,English,A
2189,Physical Education,C
2190,Math,F
2190,Science,D
2190,History,D
2190,English,A
2190,Physical Education,F
2191,Math,A
2191,Science,C
2191,History,D
2191,English,F
2191,Physical Education,A
2192,Math,B
2192,Science,B
2192,History,D
2192,English,C
2192,Physical Education,F
2193,Math,A
2193,Science,A
2193,History,D
2193,English,B
2193,Physical Education,C
2194,Math,B
2194,Science,A
2194,History,F
2194,English,B
2194,Physical Education,A
2195,Math,A
2195,Science,F
2195,History,F
2195,English,D
2195,Physical Education,A
2196,Math,A
2196,Science,F
2196,History,B
2196,English,B
2196,Physical Education,D
2197,Math,D
2197,Science,A
2197,History,D
2197,English,A
2197,Physical Education,B
2198,Math,A
2198,Science,F
2198,History,C
2198,English,A
2198,Physical Education,D
2199,Math,F
2199,Science,B
2199,History,A
2199,English,C
2199,Physical Education,C
2200,Math,B
2200,Science,D
2200,History,D
2200,English,A
2200,Physical Education,A
2201,Math,D
2201,Science,B
2201,History,C
2201,English,D
2201,Physical Education,F
2202,Math,C
2202,Science,F
2202,History,C
2202,English,B
2202,Physical Education,A
2203,Math,B
2203,Science,A
2203,History,B
2203,English,C
2203,Physical Education,B
2204,Math,B
2204,Science,D
2204,History,A
2204,English,F
2204,Physical Education,D
2205,Math,C
2205,Science,D
2205,History,C
2205,English,C
2205,Physical Education,C
2206,Math,F
2206,Science,A
2206,History,A
2206,English,D
2206,Physical Education,F
2207,Math,F
2207,Science,B
2207,History,A
2207,English,F
2207,Physical Education,B
2208,Math,D
2208,Science,B
2208,History,B
2208,English,B
2208,Physical Education,B
2209,Math,A
2209,Science,A
2209,History,D
2209,English,B
2209,Physical Education,F
2210,Math,B
2210,Science,C
2210,History,F
2210,English,F
2210,Physical Education,A
2211,Math,A
2211,Science,A
2211,History,A
2211,English,B
2211,Physical Education,C
2212,Math,D
2212,Science,F
2212,History,A
2212,English,F
2212,Physical Education,F
2213,Math,F
2213,Science,F
2213,History,A
2213,English,D
2213,Physical Education,C
2214,Math,A
2214,Science,B
2214,History,C
2214,English,F
2214,Physical Education,C
2215,Math,F
2215,Science,C
2215,History,F
2215,English,A
2215,Physical Education,B
2216,Math,B
2216,Science,B
2216,History,F
2216,English,F
2216,Physical Education,F
2217,Math,D
2217,Science,B
2217,History,B
2217,English,F
2217,Physical Education,B
2218,Math,A
2218,Science,A
2218,History,F
2218,English,D
2218,Physical Education,D
2219,Math,B
2219,Science,A
2219,History,B
2219,English,D
2219,Physical Education,C
2220,Math,D
2220,Science,A
2220,History,F
2220,English,D
2220,Physical Education,A
2221,Math,B
2221,Science,F
2221,History,F
2221,English,C
2221,Physical Education,D
2222,Math,F
2222,Science,B
2222,History,C
2222,English,A
2222,Physical Education,A
2223,Math,B
2223,Science,A
2223,History,D
2223,English,F
2223,Physical Education,D
2224,Math,C
2224,Science,B
2224,History,D
2224,English,C
2224,Physical Education,D
2225,Math,A
2225,Science,F
2225,History,A
2225,English,B
2225,Physical Education,D
2226,Math,F
2226,Science,D
2226,History,A
2226,English,F
2226,Physical Education,F
2227,Math,F
2227,Science,B
2227,History,F
2227,English,D
2227,Physical Education,C
2228,Math,F
2228,Science,A
2228,History,D
2228,English,F
2228,Physical Education,F
2229,Math,A
2229,Science,F
2229,History,B
2229,English,D
2229,Physical Education,D
2230,Math,B
2230,Science,A
2230,History,A
2230,English,D
2230,Physical Education,C
2231,Math,B
2231,Science,B
2231,History,F
2231,English,A
2231,Physical Education,A
2232,Math,A
2232,Science,F
2232,History,A
2232,English,D
2232,Physical Education,B
2233,Math,D
2233,Science,B
2233,History,D
2233,English,A
2233,Physical Education,D
2234,Math,A
2234,Science,C
2234,History,C
2234,English,D
2234,Physical Education,C
2235,Math,F
2235,Science,A
2235,History,B
2235,English,C
2235,Physical Education,F
2236,Math,C
2236,Science,F
2236,History,D
2236,English,B
2236,Physical Education,C
2237,Math,B
2237,Science,C
2237,History,B
2237,English,C
2237,Physical Education,F
2238,Math,B
2238,Science,A
2238,History,B
2238,English,A
2238,Physical Education,B
2239,Math,C
2239,Science,B
2239,History,F
2239,English,B
2239,Physical Education,C
2240,Math,C
2240,Science,C
2240,History,F
2240,English,F
2240,Physical Education,B
2241,Math,D
2241,Science,C
2241,History,A
2241,English,B
2241,Physical Education,B
2242,Math,F
2242,Science,D
2242,History,A
2242,English,C
2242,Physical Education,D
2243,Math,B
2243,Science,A
2243,History,F
2243,English,C
2243,Physical Education,C
2244,Math,D
2244,Science,A
2244,History,F
2244,English,B
2244,Physical Education,F
2245,Math,D
2245,Science,C
2245,History,A
2245,English,A
2245,Physical Education,A
2246,Math,D
2246,Science,B
2246,History,D
2246,English,B
2246,Physical Education,D
2247,Math,C
2247,Science,C
2247,History,D
2247,English,D
2247,Physical Education,D
2248,Math,D
2248,Science,C
2248,History,F
2248,English,F
2248,Physical Education,A
2249,Math,D
2249,Science,F
2249,History,C
2249,English,F
2249,Physical Education,A
2250,Math,B
2250,Science,D
2250,History,B
2250,English,B
2250,Physical Education,C
2251,Math,A
2251,Science,B
2251,History,F
2251,English,D
2251,Physical Education,F
2252,Math,A
2252,Science,B
2252,History,A
2252,English,D
2252,Physical Education,A
2253,Math,F
2253,Science,F
2253,History,C
2253,English,C
2253,Physical Education,C
2254,Math,D
2254,Science,F
2254,History,F
2254,English,C
2254,Physical Education,A
2255,Math,A
2255,Science,C
2255,History,D
2255,English,D
2255,Physical Education,F
2256,Math,F
2256,Science,C
2256,History,D
2256,English,C
2256,Physical Education,D
2257,Math,F
2257,Science,B
2257,History,A
2257,English,D
2257,Physical Education,A
2258,Math,A
2258,Science,C
2258,History,F
2258,English,F
2258,Physical Education,A
2259,Math,B
2259,Science,C
2259,History,B
2259,English,B
2259,Physical Education,D
2260,Math,D
2260,Science,F
2260,History,D
2260,English,B
2260,Physical Education,D
2261,Math,B
2261,Science,B
2261,History,C
2261,English,C
2261,Physical Education,D
2262,Math,D
2262,Science,F
2262,History,A
2262,English,B
2262,Physical Education,A
2263,Math,B
2263,Science,A
2263,History,D
2263,English,B
2263,Physical Education,F
2264,Math,C
2264,Science,B
2264,History,F
2264,English,F
2264,Physical Education,A
2265,Math,A
2265,Science,F
2265,History,D
2265,English,B
2265,Physical Education,C
2266,Math,D
2266,Science,D
2266,History,F
2266,English,F
2266,Physical Education,B
2267,Math,A
2267,Science,A
2267,History,C
2267,English,A
2267,Physical Education,B
2268,Math,B
2268,Science,D
2268,History,D
2268,English,B
2268,Physical Education,C
2269,Math,C
2269,Science,F
2269,History,C
2269,English,D
2269,Physical Education,C
2270,Math,C
2270,Science,F
2270,History,A
2270,English,B
2270,Physical Education,C
2271,Math,D
2271,Science,F
2271,History,C
2271,English,F
2271,Physical Education,A
2272,Math,A
2272,Science,F
2272,History,D
2272,English,F
2272,Physical Education,A
2273,Math,B
2273,Science,C
2273,History,F
2273,English,C
2273,Physical Education,F
2274,Math,C
2274,Science,D
2274,History,A
2274,English,D
2274,Physical Education,C
2275,Math,C
2275,Science,F
2275,History,B
2275,English,B
2275,Physical Education,F
2276,Math,B
2276,Science,C
2276,History,D
2276,English,C
2276,Physical Education,B
2277,Math,F
2277,Science,A
2277,History,F
2277,English,B
2277,Physical Education,C
2278,Math,B
2278,Science,F
2278,History,D
2278,English,B
2278,Physical Education,A
2279,Math,D
2279,Science,C
2279,History,C
2279,English,C
2279,Physical Education,B
2280,Math,D
2280,Science,B
2280,History,A
2280,English,F
2280,Physical Education,F
2281,Math,C
2281,Science,D
2281,History,D
2281,English,F
2281,Physical Education,A
2282,Math,B
2282,Science,A
2282,History,D
2282,English,F
2282,Physical Education,B
2283,Math,D
2283,Science,C
2283,History,F
2283,English,D
2283,Physical Education,D
2284,Math,D
2284,Science,C
2284,History,F
2284,English,A
2284,Physical Education,D
2285,Math,C
2285,Science,F
2285,History,B
2285,English,D
2285,Physical Education,B
2286,Math,D
2286,Science,F
2286,History,C
2286,English,C
2286,Physical Education,C
2287,Math,F
2287,Science,D
2287,History,C
2287,English,B
2287,Physical Education,F
2288,Math,C
2288,Science,C
2288,History,D
2288,English,A
2288,Physical Education,A
2289,Math,F
2289,Science,C
2289,History,B
2289,English,B
2289,Physical Education,F
2290,Math,A
2290,Science,F
2290,History,B
2290,English,A
2290,Physical Education,B
2291,Math,F
2291,Science,C
2291,History,C
2291,English,A
2291,Physical Education,B
2292,Math,B
2292,Science,A
2292,History,A
2292,English,A
2292,Physical Education,B
2293,Math,B
2293,Science,C
2293,History,A
2293,English,D
2293,Physical Education,B
2294,Math,C
2294,Science,C
2294,History,C
2294,English,D
2294,Physical Education,D
2295,Math,C
2295,Science,F
2295,History,B
2295,English,F
2295,Physical Education,D
2296,Math,A
2296,Science,B
2296,History,F
2296,English,A
2296,Physical Education,C
2297,Math,A
2297,Science,B
2297,History,B
2297,English,A
2297,Physical Education,B
2298,Math,B
2298,Science,F
2298,History,A
2298,English,C
2298,Physical Education,F
2299,Math,A
2299,Science,A
2299,History,C
2299,English,A
2299,Physical Education,B
2300,Math,F
2300,Science,C
2300,History,A
2300,English,B
2300,Physical Education,B
2301,Math,C
2301,Science,B
2301,History,A
2301,English,F
2301,Physical Education,C
2302,Math,F
2302,Science,A
2302,History,A
2302,English,F
2302,Physical Education,F
2303,Math,F
2303,Science,B
2303,History,F
2303,English,D
2303,Physical Education,F
2304,Math,F
2304,Science,A
2304,History,D
2304,English,C
2304,Physical Education,C
2305,Math,C
2305,Science,D
2305,History,A
2305,English,A
2305,Physical Education,F
2306,Math,A
2306,Science,F
2306,History,B
2306,English,F
2306,Physical Education,D
2307,Math,A
2307,Science,F
2307,History,B
2307,English,A
2307,Physical Education,C
2308,Math,F
2308,Science,D
2308,History,A
2308,English,C
2308,Physical Education,F
2309,Math,C
2309,Science,A
2309,History,A
2309,English,C
2309,Physical Education,D
2310,Math,F
2310,Science,A
2310,History,F
2310,English,B
2310,Physical Education,C
2311,Math,A
2311,Science,F
2311,History,F
2311,English,A
2311,Physical Education,A
2312,Math,B
2312,Science,F
2312,History,D
2312,English,F
2312,Physical Education,D
2313,Math,A
2313,Science,D
2313,History,B
2313,English,F
2313,Physical Education,B
2314,Math,C
2314,Science,B
2314,History,A
2314,English,F
2314,Physical Education,F
2315,Math,B
2315,Science,B
2315,History,F
2315,English,D
2315,Physical Education,C
2316,Math,D
2316,Science,F
2316,History,D
2316,English,D
2316,Physical Education,F
2317,Math,B
2317,Science,C
2317,History,C
2317,English,A
2317,Physical Education,D
2318,Math,F
2318,Science,B
2318,History,F
2318,English,D
2318,Physical Education,D
2319,Math,A
2319,Science,F
2319,History,A
2319,English,B
2319,Physical Education,C
2320,Math,D
2320,Science,F
2320,History,F
2320,English,B
2320,Physical Education,A
2321,Math,C
2321,Science,C
2321,History,A
2321,English,A
2321,Physical Education,B
2322,Math,C
2322,Science,F
2322,History,C
2322,English,A
2322,Physical Education,F
2323,Math,B
2323,Science,F
2323,History,F
2323,English,A
2323,Physical Education,C
2324,Math,D
2324,Science,A
2324,History,C
2324,English,D
2324,Physical Education,F
2325,Math,B
2325,Science,C
2325,History,D
2325,English,A
2325,Physical Education,B
2326,Math,B
2326,Science,C
2326,History,B
2326,English,F
2326,Physical Education,B
2327,Math,F
2327,Science,A
2327,History,A
2327,English,B
2327,Physical Education,D
2328,Math,B
2328,Science,D
2328,History,B
2328,English,F
2328,Physical Education,D
2329,Math,C
2329,Science,B
2329,History,D
2329,English,A
2329,Physical Education,A
2330,Math,C
2330,Science,D
2330,History,F
2330,English,C
2330,Physical Education,D
2331,Math,D
2331,Science,F
2331,History,C
2331,English,D
2331,Physical Education,C
2332,Math,F
2332,Science,D
2332,History,C
2332,English,A
2332,Physical Education,F
2333,Math,B
2333,Science,F
2333,History,C
2333,English,A
2333,Physical Education,A
2334,Math,D
2334,Science,A
2334,History,D
2334,English,F
2334,Physical Education,D
2335,Math,A
2335,Science,F
2335,History,B
2335,English,F
2335,Physical Education,D
2336,Math,D
2336,Science,A
2336,History,B
2336,English,C
2336,Physical Education,D
2337,Math,B
2337,Science,C
2337,History,D
2337,English,A
2337,Physical Education,C
2338,Math,C
2338,Science,A
2338,History,F
2338,English,C
2338,Physical Education,A
2339,Math,D
2339,Science,F
2339,History,F
2339,English,A
2339,Physical Education,A
2340,Math,C
2340,Science,F
2340,History,D
2340,English,D
2340,Physical Education,C
2341,Math,B
2341,Science,F
2341,History,D
2341,English,C
2341,Physical Education,F
2342,Math,B
2342,Science,B
2342,History,D
2342,English,B
2342,Physical Education,F
2343,Math,C
2343,Science,D
2343,History,D
2343,English,D
2343,Physical Education,C
2344,Math,C
2344,Science,D
2344,History,A
2344,English,D
2344,Physical Education,B
2345,Math,D
2345,Science,D
2345,History,F
2345,English,B
2345,Physical Education,F
2346,Math,B
2346,Science,A
2346,History,A
2346,English,D
2346,Physical Education,B
2347,Math,F
2347,Science,B
2347,History,A
2347,English,D
2347,Physical Education,F
2348,Math,C
2348,Science,C
2348,History,B
2348,English,A
2348,Physical Education,C
2349,Math,B
2349,Science,F
2349,History,D
2349,English,F
2349,Physical Education,D
2350,Math,C
2350,Science,F
2350,History,F
2350,English,C
2350,Physical Education,C
2351,Math,D
2351,Science,A
2351,History,A
2351,English,D
2351,Physical Education,D
2352,Math,F
2352,Science,F
2352,History,D
2352,English,A
2352,Physical Education,F
2353,Math,B
2353,Science,B
2353,History,A
2353,English,A
2353,Physical Education,D
2354,Math,D
2354,Science,C
2354,History,B
2354,English,A
2354,Physical Education,A
2355,Math,D
2355,Science,A
2355,History,B
2355,English,A
2355,Physical Education,D
2356,Math,F
2356,Science,C
2356,History,B
2356,English,F
2356,Physical Education,F
2357,Math,C
2357,Science,A
2357,History,B
2357,English,C
2357,Physical Education,F
2358,Math,F
2358,Science,F
2358,History,D
2358,English,F
2358,Physical Education,A
2359,Math,F
2359,Science,C
2359,History,A
2359,English,A
2359,Physical Education,F
2360,Math,C
2360,Science,C
2360,History,D
2360,English,C
2360,Physical Education,F
2361,Math,A
2361,Science,B
2361,History,C
2361,English,A
2361,Physical Education,B
2362,Math,F
2362,Science,B
2362,History,D
2362,English,D
2362,Physical Education,C
2363,Math,B
2363,Science,D
2363,History,D
2363,English,B
2363,Physical Education,A
2364,Math,C
2364,Science,D
2364,History,D
2364,English,C
2364,Physical Education,B
2365,Math,F
2365,Science,D
2365,History,A
2365,English,F
2365,Physical Education,D
2366,Math,D
2366,Science,A
2366,History,F
2366,English,B
2366,Physical Education,B
2367,Math,C
2367,Science,A
2367,History,D
2367,English,C
2367,Physical Education,B
2368,Math,B
2368,Science,B
2368,History,A
2368,English,B
2368,Physical Education,C
2369,Math,B
2369,Science,D
2369,History,B
2369,English,C
2369,Physical Education,F
2370,Math,C
2370,Science,A
2370,History,B
2370,English,B
2370,Physical Education,C
2371,Math,D
2371,Science,D
2371,History,C
2371,English,B
2371,Physical Education,A
2372,Math,C
2372,Science,A
2372,History,B
2372,English,A
2372,Physical Education,A
2373,Math,D
2373,Science,F
2373,History,A
2373,English,A
2373,Physical Education,B
2374,Math,F
2374,Science,C
2374,History,A
2374,English,B
2374,Physical Education,F
2375,Math,F
2375,Science,B
2375,History,C
2375,English,D
2375,Physical Education,C
2376,Math,D
2376,Science,B
2376,History,F
2376,English,A
2376,Physical Education,B
2377,Math,D
2377,Science,A
2377,History,D
2377,English,C
2377,Physical Education,F
2378,Math,C
2378,Science,F
2378,History,C
2378,English,B
2378,Physical Education,F
2379,Math,D
2379,Science,F
2379,History,F
2379,English,F
2379,Physical Education,A
2380,Math,C
2380,Science,B
2380,History,B
2380,English,D
2380,Physical Education,D
2381,Math,F
2381,Science,D
2381,History,F
2381,English,A
2381,Physical Education,A
2382,Math,F
2382,Science,F
2382,History,B
2382,English,D
2382,Physical Education,C
2383,Math,B
2383,Science,D
2383,History,F
2383,English,C
2383,Physical Education,D
2384,Math,D
2384,Science,F
2384,History,B
2384,English,C
2384,Physical Education,B
2385,Math,D
2385,Science,F
2385,History,F
2385,English,A
2385,Physical Education,A
2386,Math,A
2386,Science,B
2386,History,C
2386,English,D
2386,Physical Education,C
2387,Math,D
2387,Science,D
2387,History,B
2387,English,B
2387,Physical Education,B
2388,Math,A
2388,Science,C
2388,History,F
2388,English,C
2388,Physical Education,A
2389,Math,F
2389,Science,B
2389,History,F
2389,English,A
2389,Physical Education,A
2390,Math,F
2390,Science,B
2390,History,D
2390,English,A
2390,Physical Education,F
2391,Math,D
2391,Science,C
2391,History,B
2391,English,C
2391,Physical Education,A
2392,Math,F
2392,Science,A
2392,History,A
2392,English,A
2392,Physical Education,B
2393,Math,A
2393,Science,C
2393,History,F
2393,English,B
2393,Physical Education,F
2394,Math,C
2394,Science,D
2394,History,D
2394,English,A
2394,Physical Education,B
2395,Math,A
2395,Science,A
2395,History,C
2395,English,D
2395,Physical Education,F
2396,Math,D
2396,Science,F
2396,History,D
2396,English,D
2396,Physical Education,F
2397,Math,A
2397,Science,D
2397,History,F
2397,English,B
2397,Physical Education,F
2398,Math,C
2398,Science,B
2398,History,A
2398,English,A
2398,Physical Education,D
2399,Math,A
2399,Science,C
2399,History,C
2399,English,D
2399,Physical Education,F
2400,Math,B
2400,Science,B
2400,History,F
2400,English,A
2400,Physical Education,C
2401,Math,F
2401,Science,B
2401,History,C
2401,English,A
2401,Physical Education,C
2402,Math,D
2402,Science,D
2402,History,A
2402,English,D
2402,Physical Education,B
2403,Math,C
2403,Science,F
2403,History,B
2403,English,A
2403,Physical Education,C
2404,Math,C
2404,Science,F
2404,History,A
2404,English,D
2404,Physical Education,B
2405,Math,D
2405,Science,C
2405,History,C
2405,English,A
2405,Physical Education,F
2406,Math,D
2406,Science,A
2406,History,C
2406,English,C
2406,Physical Education,F
2407,Math,C
2407,Science,F
2407,History,C
2407,English,F
2407,Physical Education,D
2408,Math,F
2408,Science,D
2408,History,D
2408,English,F
2408,Physical Education,F
2409,Math,F
2409,Science,C
2409,History,B
2409,English,F
2409,Physical Education,B
2410,Math,D
2410,Science,C
2410,History,D
2410,English,F
2410,Physical Education,B
2411,Math,B
2411,Science,A
2411,History,C
2411,English,D
2411,Physical Education,B
2412,Math,B
2412,Science,D
2412,History,B
2412,English,B
2412,Physical Education,F
2413,Math,D
2413,Science,D
2413,History,D
2413,English,A
2413,Physical Education,C
2414,Math,F
2414,Science,B
2414,History,F
2414,English,A
2414,Physical Education,D
2415,Math,A
2415,Science,A
2415,History,F
2415,English,F
2415,Physical Education,F
2416,Math,B
2416,Science,C
2416,History,B
2416,English,D
2416,Physical Education,D
2417,Math,F
2417,Science,B
2417,History,A
2417,English,A
2417,Physical Education,C
2418,Math,A
2418,Science,D
2418,History,F
2418,English,D
2418,Physical Education,B
2419,Math,B
2419,Science,B
2419,History,D
2419,English,B
2419,Physical Education,A
2420,Math,F
2420,Science,F
2420,History,C
2420,English,A
2420,Physical Education,B
2421,Math,B
2421,Science,C
2421,History,F
2421,English,B
2421,Physical Education,D
2422,Math,B
2422,Science,F
2422,History,F
2422,English,A
2422,Physical Education,F
2423,Math,D
2423,Science,A
2423,History,D
2423,English,B
2423,Physical Education,A
2424,Math,F
2424,Science,C
2424,History,D
2424,English,A
2424,Physical Education,A
2425,Math,D
2425,Science,A
2425,History,B
2425,English,B
2425,Physical Education,B
2426,Math,C
2426,Science,F
2426,History,C
2426,English,F
2426,Physical Education,C
2427,Math,A
2427,Science,B
2427,History,B
2427,English,A
2427,Physical Education,C
2428,Math,D
2428,Science,D
2428,History,D
2428,English,B
2428,Physical Education,D
2429,Math,F
2429,Science,F
2429,History,D
2429,English,C
2429,Physical Education,A
2430,Math,F
2430,Science,D
2430,History,D
2430,English,B
2430,Physical Education,D
2431,Math,B
2431,Science,A
2431,History,F
2431,English,F
2431,Physical Education,D
2432,Math,B
2432,Science,B
2432,History,F
2432,English,F
2432,Physical Education,B
2433,Math,C
2433,Science,D
2433,History,C
2433,English,A
2433,Physical Education,C
2434,Math,B
2434,Science,A
2434,History,A
2434,English,B
2434,Physical Education,D
2435,Math,B
2435,Science,F
2435,History,B
2435,English,B
2435,Physical Education,A
2436,Math,B
2436,Science,F
2436,History,D
2436,English,D
2436,Physical Education,F
2437,Math,A
2437,Science,B
2437,History,C
2437,English,D
2437,Physical Education,B
2438,Math,A
2438,Science,B
2438,History,B
2438,English,F
2438,Physical Education,A
2439,Math,A
2439,Science,F
2439,History,B
2439,English,D
2439,Physical Education,F
2440,Math,F
2440,Science,A
2440,History,B
2440,English,A
2440,Physical Education,F
2441,Math,C
2441,Science,A
2441,History,D
2441,English,B
2441,Physical Education,D
2442,Math,A
2442,Science,F
2442,History,F
2442,English,D
2442,Physical Education,C
2443,Math,B
2443,Science,A
2443,History,C
2443,English,D
2443,Physical Education,C
2444,Math,B
2444,Science,D
2444,History,A
2444,English,B
2444,Physical Education,F
2445,Math,B
2445,Science,C
2445,History,D
2445,English,C
2445,Physical Education,B
2446,Math,B
2446,Science,F
2446,History,D
2446,English,F
2446,Physical Education,A
2447,Math,A
2447,Science,C
2447,History,D
2447,English,C
2447,Physical Education,D
2448,Math,F
2448,Science,F
2448,History,F
2448,English,D
2448,Physical Education,F
2449,Math,B
2449,Science,F
2449,History,C
2449,English,A
2449,Physical Education,B
2450,Math,B
2450,Science,F
2450,History,A
2450,English,D
2450,Physical Education,A
2451,Math,C
2451,Science,D
2451,History,C
2451,English,D
2451,Physical Education,F
2452,Math,D
2452,Science,B
2452,History,A
2452,English,A
2452,Physical Education,C
2453,Math,F
2453,Science,D
2453,History,A
2453,English,D
2453,Physical Education,B
2454,Math,A
2454,Science,C
2454,History,D
2454,English,B
2454,Physical Education,D
2455,Math,B
2455,Science,A
2455,History,D
2455,English,D
2455,Physical Education,A
2456,Math,D
2456,Science,C
2456,History,F
2456,English,A
2456,Physical Education,B
2457,Math,F
2457,Science,F
2457,History,D
2457,English,B
2457,Physical Education,B
2458,Math,A
2458,Science,B
2458,History,A
2458,English,F
2458,Physical Education,D
2459,Math,B
2459,Science,A
2459,History,D
2459,English,A
2459,Physical Education,B
2460,Math,C
2460,Science,F
2460,History,F
2460,English,C
2460,Physical Education,B
2461,Math,C
2461,Science,F
2461,History,B
2461,English,F
2461,Physical Education,B
2462,Math,B
2462,Science,F
2462,History,F
2462,English,D
2462,Physical Education,B
2463,Math,C
2463,Science,D
2463,History,F
2463,English,C
2463,Physical Education,F
2464,Math,A
2464,Science,D
2464,History,D
2464,English,C
2464,Physical Education,A
2465,Math,D
2465,Science,F
2465,History,C
2465,English,C
2465,Physical Education,A
2466,Math,C
2466,Science,B
2466,History,A
2466,English,F
2466,Physical Education,C
2467,Math,A
2467,Science,C
2467,History,B
2467,English,F
2467,Physical Education,D
2468,Math,B
2468,Science,B
2468,History,A
2468,English,F
2468,Physical Education,C
2469,Math,C
2469,Science,D
2469,History,B
2469,English,B
2469,Physical Education,D
2470,Math,C
2470,Science,C
2470,History,D
2470,English,B
2470,Physical Education,B
2471,Math,C
2471,Science,B
2471,History,B
2471,English,D
2471,Physical Education,C
2472,Math,F
2472,Science,A
2472,History,F
2472,English,A
2472,Physical Education,B
2473,Math,B
2473,Science,C
2473,History,F
2473,English,B
2473,Physical Education,A
2474,Math,F
2474,Science,B
2474,History,C
2474,English,B
2474,Physical Education,B
2475,Math,D
2475,Science,B
2475,History,D
2475,English,A
2475,Physical Education,A
2476,Math,D
2476,Science,A
2476,History,C
2476,English,C
2476,Physical Education,A
2477,Math,B
2477,Science,A
2477,History,F
2477,English,B
2477,Physical Education,D
2478,Math,B
2478,Science,D
2478,History,C
2478,English,F
2478,Physical Education,A
2479,Math,C
2479,Science,C
2479,History,C
2479,English,F
2479,Physical Education,C
2480,Math,C
2480,Science,F
2480,History,F
2480,English,D
2480,Physical Education,C
2481,Math,B
2481,Science,C
2481,History,C
2481,English,A
